"","Plot","Patch","X","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month","coordInc"
"6955",15,45,6961,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.139486714,2.43474187549845,3.439572717,3.439572717,7.09232699997601,3.579059431,3.579059431,6,1
"6969",15,48,6978,2014,2014-07-21,2,6,5,0,0,0,0,0,1,1,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.063617251,1.01947535526089,6.395654326,6.28255699,8.00406871436519,6.346174241,6.459271577,7,0
"6971",15,48,6975,2014,2014-08-14,0,2,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.063617251,1.01947535526089,6.395654326,6.28255699,8.00406871436519,6.346174241,6.459271577,8,0
"6972",15,49,6984,2014,2014-09-08,0,0,1,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.178128303,1.80723269119113,7.041408696,7.041408696,8.45928408322845,7.219536999,7.219536999,9,0
"6973",15,49,6982,2014,2014-06-05,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.178128303,1.80723269119113,7.041408696,7.041408696,8.45928408322845,7.219536999,7.219536999,6,0
"6974",15,49,6983,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.178128303,1.80723269119113,7.041408696,7.041408696,8.45928408322845,7.219536999,7.219536999,6,0
"6975",15,49,6981,2014,2014-07-21,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.178128303,1.80723269119113,7.041408696,7.041408696,8.45928408322845,7.219536999,7.219536999,7,0
"6976",15,49,6980,2014,2014-08-14,0,0,0,0,0,0,0,0,0,1,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.178128303,1.80723269119113,7.041408696,7.041408696,8.45928408322845,7.219536999,7.219536999,8,0
"6977",15,50,6993,2014,2014-08-14,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.138936935,1.1572125993136,7.093794753,7.093794753,8.1699228171134,7.232731688,7.232731688,8,1
"6978",15,50,6991,2014,2014-06-05,0,0,0,0,0,1,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.138936935,1.1572125993136,7.093794753,7.093794753,8.1699228171134,7.232731688,7.232731688,6,1
"6979",15,50,6990,2014,2014-09-08,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.138936935,1.1572125993136,7.093794753,7.093794753,8.1699228171134,7.232731688,7.232731688,9,1
"6981",15,50,6992,2014,2014-06-23,0,0,0,0,0,1,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.138936935,1.1572125993136,7.093794753,7.093794753,8.1699228171134,7.232731688,7.232731688,6,1
"6982",15,51,6998,2014,2014-09-08,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.04696681,1.1572125993136,7.222285893,7.222285893,8.30793818333299,7.269252703,7.269252703,9,0
"6983",15,51,6997,2014,2014-06-05,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.04696681,1.1572125993136,7.222285893,7.222285893,8.30793818333299,7.269252703,7.269252703,6,0
"6984",15,51,6999,2014,2014-08-14,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.04696681,1.1572125993136,7.222285893,7.222285893,8.30793818333299,7.269252703,7.269252703,8,0
"6985",15,51,6996,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.04696681,1.1572125993136,7.222285893,7.222285893,8.30793818333299,7.269252703,7.269252703,6,0
"6997",15,54,7011,2014,2014-08-14,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.032672564,0.611765478014686,7.351876589,7.199823505,9.46193678856515,7.232496069,7.384549153,8,1
"7009",15,56,7022,2014,2014-08-14,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.078539816,2.28287209452096,10.485693802,10.193211526,11.2431662199668,10.271751342,10.564233618,8,1
"7010",15,56,7020,2014,2014-09-08,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.078539816,2.28287209452096,10.485693802,10.193211526,11.2431662199668,10.271751342,10.564233618,9,1
"7011",15,56,7021,2014,2014-06-23,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.078539816,2.28287209452096,10.485693802,10.193211526,11.2431662199668,10.271751342,10.564233618,6,1
"7012",15,57,7025,2014,2014-06-05,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.001256637,0.845245526362454,4.287645653,4.287645653,7.40350489615701,4.28890229,4.28890229,6,1
"7013",15,57,7027,2014,2014-07-21,0,1,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.001256637,0.845245526362454,4.287645653,4.287645653,7.40350489615701,4.28890229,4.28890229,7,1
"7015",15,57,7029,2014,2014-09-08,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.001256637,0.845245526362454,4.287645653,4.287645653,7.40350489615701,4.28890229,4.28890229,9,1
"7016",15,57,7028,2014,2014-06-23,0,0,1,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.001256637,0.845245526362454,4.287645653,4.287645653,7.40350489615701,4.28890229,4.28890229,6,1
"7026",15,59,7036,2014,2014-09-08,13,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.066837384,2.55660419312927,13.317682499,12.284098516,11.8582478582547,12.3509359,13.384519883,9,1
"7027",15,6,7040,2014,2014-06-05,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.02120575,1.64018687953502,10.013669504,10.013669504,11.8349549721222,10.034875254,10.034875254,6,0
"7028",15,6,7041,2014,2014-09-08,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.02120575,1.64018687953502,10.013669504,10.013669504,11.8349549721222,10.034875254,10.034875254,9,0
"7029",15,6,7044,2014,2014-08-14,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.02120575,1.64018687953502,10.013669504,10.013669504,11.8349549721222,10.034875254,10.034875254,8,0
"7030",15,6,7043,2014,2014-07-21,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.02120575,1.64018687953502,10.013669504,10.013669504,11.8349549721222,10.034875254,10.034875254,7,0
"7031",15,6,7042,2014,2014-06-23,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.02120575,1.64018687953502,10.013669504,10.013669504,11.8349549721222,10.034875254,10.034875254,6,0
"7032",15,60,7052,2015,2015-07-14,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,15,"2015-07-14",14,0.079168135,2.8871716262679,1.897993202,1.897993202,1.60389796259827,1.977161337,1.977161337,7,1
"7033",15,60,7051,2015,2015-08-26,0,0,0,0,0,1,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,18,"2015-08-26",26,0.079168135,2.8871716262679,1.897993202,1.897993202,1.60389796259827,1.977161337,1.977161337,8,1
"7034",15,60,7064,2015,2015-05-19,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,11,"2015-05-19",19,0.079168135,2.8871716262679,1.897993202,1.897993202,1.60389796259827,1.977161337,1.977161337,5,1
"7035",15,60,7049,2014,2014-08-14,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.113097336,1.12106065866028,13.112536498,13.018602878,12.5703241054099,13.131700214,13.225633834,8,1
"7037",15,60,7059,2015,2015-03-09,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,6,"2015-03-09",9,0.079168135,2.8871716262679,1.897993202,1.897993202,1.60389796259827,1.977161337,1.977161337,3,1
"7038",15,60,7053,2015,2015-08-11,0,0,0,0,0,1,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,17,"2015-08-11",11,0.079168135,2.8871716262679,1.897993202,1.897993202,1.60389796259827,1.977161337,1.977161337,8,1
"7039",15,60,7054,2015,2015-09-10,0,0,0,0,0,1,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,19,"2015-09-10",10,0.079168135,2.8871716262679,1.897993202,1.897993202,1.60389796259827,1.977161337,1.977161337,9,1
"7060",15,62,7081,2015,2015-06-02,0,0,1,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,12,"2015-06-02",2,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,6,1
"7061",15,62,7075,2014,2014-07-21,0,3,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.624862779,1.81802365211989,12.065365127,11.686017814,12.7443199964537,12.310880593,12.690227906,7,1
"7062",15,62,7078,2015,2015-07-03,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,14,"2015-07-03",3,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,7,1
"7063",15,62,7092,2015,2015-05-05,0,0,1,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,10,"2015-05-05",5,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,5,1
"7064",15,62,7091,2015,2015-10-22,0,0,1,0,0,1,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,22,"2015-10-22",22,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,10,1
"7065",15,62,7079,2015,2015-05-19,0,0,4,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,11,"2015-05-19",19,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,5,1
"7066",15,62,7088,2015,2015-04-07,8,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,8,"2015-04-07",7,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,4,1
"7067",15,62,7076,2014,2014-09-08,0,0,0,0,0,1,0,0,1,1,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.624862779,1.81802365211989,12.065365127,11.686017814,12.7443199964537,12.310880593,12.690227906,9,1
"7068",15,62,7077,2015,2015-03-09,0,0,2,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,6,"2015-03-09",9,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,3,1
"7070",15,62,7087,2015,2015-08-11,0,1,1,0,0,1,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,17,"2015-08-11",11,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,8,1
"7071",15,62,7093,2015,2015-03-24,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,7,"2015-03-24",24,0.41908846,2.8871716262679,1.749710029,1.749710029,1.19905134205428,2.168798489,2.168798489,3,1
"7082",15,63,7094,2014,2014-09-08,0,0,0,0,0,1,0,0,1,1,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.679055252,1.15076409402337,9.360768012,9.233769129,11.1888412898948,9.912824381,10.039823264,9,1
"7083",15,63,7098,2014,2014-08-14,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.679055252,1.15076409402337,9.360768012,9.233769129,11.1888412898948,9.912824381,10.039823264,8,1
"7084",15,63,7096,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.679055252,1.15076409402337,9.360768012,9.233769129,11.1888412898948,9.912824381,10.039823264,6,1
"7085",15,63,7097,2014,2014-07-21,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.679055252,1.15076409402337,9.360768012,9.233769129,11.1888412898948,9.912824381,10.039823264,7,1
"7086",15,64,7103,2014,2014-09-08,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.018849556,1.06218689513059,9.591203832,7.983650872,11.6330696717772,8.002500428,9.610053388,9,1
"7087",15,64,7101,2014,2014-07-21,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.018849556,1.06218689513059,9.591203832,7.983650872,11.6330696717772,8.002500428,9.610053388,7,1
"7088",15,64,7102,2014,2014-06-05,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.018849556,1.06218689513059,9.591203832,7.983650872,11.6330696717772,8.002500428,9.610053388,6,1
"7089",15,64,7100,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.018849556,1.06218689513059,9.591203832,7.983650872,11.6330696717772,8.002500428,9.610053388,6,1
"7090",15,64,7099,2014,2014-08-14,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.018849556,1.06218689513059,9.591203832,7.983650872,11.6330696717772,8.002500428,9.610053388,8,1
"7092",15,65,7105,2014,2014-08-14,0,0,0,0,0,0,0,0,1,1,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.037149333,1.06218689513059,10.787051076,9.593717107,11.9923890179321,9.63086644,10.824200409,8,1
"7093",15,65,7104,2014,2014-07-21,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.037149333,1.06218689513059,10.787051076,9.593717107,11.9923890179321,9.63086644,10.824200409,7,1
"7094",15,65,7108,2014,2014-06-05,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.037149333,1.06218689513059,10.787051076,9.593717107,11.9923890179321,9.63086644,10.824200409,6,1
"7095",15,65,7107,2014,2014-09-08,11,3,1,5,2,0,0,0,1,1,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.037149333,1.06218689513059,10.787051076,9.593717107,11.9923890179321,9.63086644,10.824200409,9,1
"7096",15,66,7113,2014,2014-08-14,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.013823008,1.93043855122837,12.324860678,8.525418523,13.0797413596477,8.539241531,12.338683686,8,1
"7097",15,66,7109,2014,2014-07-21,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.013823008,1.93043855122837,12.324860678,8.525418523,13.0797413596477,8.539241531,12.338683686,7,1
"7098",15,66,7111,2014,2014-09-08,0,0,0,3,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.013823008,1.93043855122837,12.324860678,8.525418523,13.0797413596477,8.539241531,12.338683686,9,1
"7099",15,66,7112,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.013823008,1.93043855122837,12.324860678,8.525418523,13.0797413596477,8.539241531,12.338683686,6,1
"7100",15,66,7110,2014,2014-06-05,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.013823008,1.93043855122837,12.324860678,8.525418523,13.0797413596477,8.539241531,12.338683686,6,1
"7101",15,67,7118,2014,2014-09-08,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.007775442,1.06466990204182,13.426617222,11.045054371,13.7725012895952,11.052829813,13.434392664,9,1
"7103",15,67,7116,2014,2014-08-14,0,0,1,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.007775442,1.06466990204182,13.426617222,11.045054371,13.7725012895952,11.052829813,13.434392664,8,1
"7104",15,67,7115,2014,2014-07-21,0,0,1,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.007775442,1.06466990204182,13.426617222,11.045054371,13.7725012895952,11.052829813,13.434392664,7,1
"7105",15,67,7114,2014,2014-06-05,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.007775442,1.06466990204182,13.426617222,11.045054371,13.7725012895952,11.052829813,13.434392664,6,1
"7132",15,72,7144,2014,2014-06-05,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,1,"2014-06-05",5,0.791681349,1.36772548399336,13.639381585,13.421669214,14.0888887405762,14.213350563,14.431062934,6,1
"7133",15,72,7145,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.791681349,1.36772548399336,13.639381585,13.421669214,14.0888887405762,14.213350563,14.431062934,6,1
"7134",15,72,7147,2014,2014-07-21,0,0,0,0,0,1,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.791681349,1.36772548399336,13.639381585,13.421669214,14.0888887405762,14.213350563,14.431062934,7,1
"7137",15,73,7149,2014,2014-08-14,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,4,"2014-08-14",14,0.671829589,1.88237748605913,15.354062855,13.004779869,14.2681659409262,13.676609458,16.025892444,8,0
"7138",15,73,7153,2014,2014-06-23,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,2,"2014-06-23",23,0.671829589,1.88237748605913,15.354062855,13.004779869,14.2681659409262,13.676609458,16.025892444,6,0
"7235",15,87,7257,2015,2015-03-09,0,0,1,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,6,"2015-03-09",9,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,3,1
"7236",15,87,7251,2015,2015-04-21,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,9,"2015-04-21",21,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,4,1
"7237",15,87,7256,2015,2015-07-14,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,15,"2015-07-14",14,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,7,1
"7238",15,87,7244,2014,2014-07-21,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.007068583,1.34956622678869,15.37291241,13.571837342,13.2503190387316,13.578905925,15.379980993,7,1
"7240",15,87,7250,2015,2015-05-05,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,10,"2015-05-05",5,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,5,1
"7241",15,87,7261,2015,2015-10-22,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,22,"2015-10-22",22,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,10,1
"7242",15,87,7245,2014,2014-09-08,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.007068583,1.34956622678869,15.37291241,13.571837342,13.2503190387316,13.578905925,15.379980993,9,1
"7243",15,87,7260,2015,2015-03-24,0,0,0,0,0,0,0,0,0,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,7,"2015-03-24",24,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,3,1
"7244",15,87,7258,2015,2015-09-23,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,20,"2015-09-23",23,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,9,1
"7247",15,87,7248,2015,2015-05-19,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,11,"2015-05-19",19,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,5,1
"7248",15,87,7259,2015,2015-07-03,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,14,"2015-07-03",3,0.056548668,3.82984699421161,2.385882541,2.385882541,1.32018122757224,2.442431209,2.442431209,7,1
"7251",15,88,7266,2014,2014-09-08,0,0,1,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,5,"2014-09-08",8,0.03864159,1.15949859850994,13.506806373,13.467850624,12.7073910435001,13.506492214,13.545447963,9,1
"7252",15,88,7265,2014,2014-07-21,0,0,0,0,0,0,0,0,1,0,"rand ",15,268,253,0.944029851,249,71,1.5,29.60175221,19.31355657,0.652446397,3,"2014-07-21",21,0.03864159,1.15949859850994,13.506806373,13.467850624,12.7073910435001,13.506492214,13.545447963,7,1
